l4_txn_coredataset.send_bank_ctry_code,l4_txn_coredataset.bene_bank_ctry_code,txn_count
RO,CO,187
TH,SL,10
TM,NL,80
TN,ML,60
TR,IL,6960
TZ,AL,5
VN,VI,55
ZM,ET,223
CF,PT,2
CI,MT,355
CM,IT,840
CN,HT,97
CO,GT,1677
DE,VC,82
DO,LC,33
GR,VN,948
GT,TN,4
JE,MK,140
KI,MY,1
LK,PH,290
LT,GH,61
LY,BH,7
ML,SV,1
NZ,JE,189
TR,IM,261
TT,GM,20
TW,DM,6
TZ,AM,86
NULL,AD,13
BD,NG,6
BE,MG,171
BG,KG,28
BM,EG,5
CD,RU,194
CI,MU,745
CN,HU,3419
ES,LR,188
ET,KR,489
FJ,ZA,26
FO,UA,1
GB,CA,211578
JE,ML,645
JO,CL,81
KH,NZ,327
KR,NULL,3812
KR,DZ,173
LU,FI,2474
MK,TW,243
MT,KW,47
PA,HT,74
PH,AT,912
PY,TC,2
QA,MC,30
TG,TN,68
TH,SN,31
TN,MN,1
TR,IN,21397
NULL,AE,919
BB,PH,11
BG,KH,20
BO,CH,634
CI,MV,1
DE,VE,229
DK,PE,1308
DZ,AE,2268
ES,LS,2
JE,MM,40
JO,CM,30
JP,BM,245
LY,BJ,2
MR,MX,22
NO,UG,4470
PA,HU,41
PH,AU,9621
QA,MD,65
RO,CR,71
SB,UA,12
SG,PA,4561
SI,NA,4
SK,LA,57
ST,CA,2
TN,MO,43
TW,DO,208
TZ,AO,136
AI,NULL,36
BD,NI,2
CD,RW,857
CI,MW,464
DK,PF,131
ES,LT,826
JE,MN,58
JO,CN,25829
JP,BN,31
LK,PK,733
LS,HK,29
MO,PY,7
MR,MY,210
MT,KY,38
MX,GY,23
NP,TH,331
QA,ME,58
SK,LB,64
TT,GP,2
CI,MX,8
DE,VG,57
DK,PG,36
DM,NG,15
ER,MU,8
ES,LU,18026
GB,CD,10008
GT,TR,387
IL,BA,60
JE,MO,74
JO,CO,130
JP,BO,191
LK,PL,248
LR,IL,459
MK,TZ,9
ML,SZ,1
MT,KZ,83
SA,VC,10
SR,EC,17
TR,IQ,1277
VN,VN,3857617
BB,PK,41
BE,MK,771
BF,LK,1
BJ,HK,3713
BN,DK,17
CA,UY,3272
CI,MY,179
CO,GY,5
DK,PH,559
ES,LV,867
FR,RE,4295
GA,DE,352
GD,AE,9
IL,BB,20
LR,IM,26
QA,MG,8
RE,MU,490
SC,TD,1
SN,ID,46
ST,CD,7
SV,AD,16
TG,TR,266
TH,SR,3
TN,MR,113
TR,IR,37
TT,GR,4
TZ,AR,34
US,MA,28739
NULL,AI,26
BB,PL,317
BD,NL,257
BE,ML,322
BI,IL,6
BO,CL,1122
CA,UZ,67
CH,NZ,6002
CI,MZ,90
CR,NULL,2
CR,DZ,1
DE,VI,3
DM,NI,15
DO,LI,42
DZ,AI,1
EE,ZW,2
ET,KW,227
GB,CF,364
GT,TT,112
LR,IN,5484
LT,GN,13
NL,XK,13
PF,CY,1
PY,TH,175
SA,VE,24
SG,PE,1199
SI,NE,2
SL,KE,480
SN,IE,137
SS,DE,97
SV,AE,68
TR,IS,885
UY,GB,4134
BE,MM,139
BG,KM,4
BH,JM,74
BI,IM,25
BO,CM,1
FO,UG,12
GB,CG,1025
GD,AG,1
IE,ID,365196
IL,BD,44
IM,AD,1
JE,MR,56
JO,CR,26
JP,BR,5886
KG,PA,3
LI,RO,184
NP,TL,1
PE,NULL,14
PE,DZ,15
PF,CZ,4
PH,AZ,158
RO,CW,28
SG,PF,680
TN,MT,208
TR,IT,45906
TT,GT,316
TZ,AT,333
US,MC,10115
YE,IN,636
BE,MN,73
BI,IN,789
BJ,HN,34
BO,CN,4001
DK,PK,2524
DO,LK,5
ES,LY,4
ET,KY,1
GB,CH,1493283
ID,JE,745
IE,IE,91908059
IL,BE,8509
IM,AE,3209
JM,ES,491
JP,BS,141
NP,TM,1
NZ,JM,60
RE,MX,2
SA,VG,43
SB,UG,8
SC,TG,3
SG,PG,241
SI,NG,208
SR,EG,1
SV,AG,6
TN,MU,284
TZ,AU,2391
US,MD,3129
UY,GD,2
AL,BA,74
BD,NO,40
BE,MO,86
BH,JO,1739
BO,CO,1008
DK,PL,18265
DZ,AL,79
ET,KZ,157
GB,CI,7340
GN,ZW,2
GT,TW,3770
IL,BF,22
IM,AF,5
JE,MT,532
JM,ET,35
JP,BT,80
KR,EC,739
LR,IQ,6
QA,MK,115
RE,MY,33
RO,CY,2307
SC,TH,854
SG,PH,70467
SL,KH,5
ST,CH,65
TH,SV,42
TN,MV,2
US,ME,9808
UY,GE,18
AG,GB,200
BD,NP,70
BH,JP,502
DZ,AM,2
IL,BG,1101
IM,AG,103
JE,MU,4233
LK,PR,2
LT,GR,55
LU,FR,23529
MK,UA,119
MO,QA,6
MR,NA,6
MY,GA,29
NZ,JO,486
QA,ML,11
RO,CZ,16248
SK,LI,146
ST,CI,6
TG,TW,243
TN,MW,24
US,MF,176
YE,IQ,1
DE,VN,7515
GA,DK,64
GB,CK,230
IL,BH,9
JE,MV,37
JO,CV,1
KE,RE,59
KG,PE,1
KR,EE,54
LI,RS,53
LK,PS,34
LR,IS,12
LV,ES,855
MT,LB,140
MY,GB,74393
NZ,JP,3255
PS,ZM,7
QA,MM,6
SS,DJ,30
TH,SX,2
TN,MX,44
US,MG,5288
VN,VU,1
NULL,AO,15
AE,ID,26006
AL,BD,3
BB,PR,504
BE,MR,87
BF,LR,36
BG,KR,502
BJ,HR,1
BO,CR,120
CA,VA,23
CD,SA,80
CG,PA,5
CI,NA,25
DZ,AO,2
GB,CL,17490
GT,TZ,4
IL,BI,5
IM,AI,39
JE,MW,407
JO,CW,1
JP,BW,130
LK,PT,28
LR,IT,605
LT,GT,16
LV,ET,38
PW,VN,6
QA,MN,62
SG,PK,31528
SK,LK,56
SO,HK,1
SS,DK,79
TN,MY,257
TT,GY,295
US,MH,26
UY,GH,25
XX,US,113
AD,JE,7
AE,IE,11357
AG,GE,2
AL,BE,96
AM,AE,5265
AZ,WS,1
BF,LS,13
BI,IS,1
BM,ES,212
FJ,ZM,27
GB,CM,5977
IL,BJ,35
JE,MX,1279
KI,NG,1
KR,EG,352
LI,RU,770
ML,TD,5
MW,ID,22
NP,TR,34
PG,CA,102
PH,BA,17
QA,MO,29
SG,PL,23281
SI,NL,2055
SN,IL,40
TG,TZ,88
TN,MZ,4
TW,NULL,161947
TW,DZ,11
UY,GI,12
UZ,FI,14
YE,IT,38
AM,AF,2
BB,PT,19
BE,MT,283
BF,LT,3
BI,IT,16
BJ,HT,4
BM,ET,43
CA,VC,89
CD,SC,19
CR,EC,1422
GB,CN,314284
HU,XK,3
JE,MY,1102
JO,CY,1592
JP,BY,312
KG,PH,17
MR,NE,4
MU,KE,13682
MV,JE,62
MW,IE,128
MY,GE,270
NO,US,69323
PH,BB,4
SN,IM,30
ST,CM,15
SV,AM,2
NULL,AR,8
AI,EG,1
AL,BG,218
AM,AG,1
BE,MU,7146
BF,LU,25
BJ,HU,13
CN,ID,19209
CU,BD,2
DK,PR,220
DZ,AR,13
ES,MA,2484
FR,RO,14848
GA,DO,18
GB,CO,20419
IE,IL,795672
IM,AL,33
JE,MZ,582
JO,CZ,523
JP,BZ,2
LI,RW,7
LY,BW,1
PE,EC,4517
SA,VN,924
SC,TN,9
SL,KN,1
SN,IN,879
ST,CN,114
US,MK,45493
ZA,RE,41
AG,GH,10
AL,BH,1
BE,MV,54
BF,LV,18
BO,CV,3
CA,VE,135
CD,SE,299
CI,NE,277
CL,KE,98
CM,JE,22
CN,IE,11773
CR,EE,19
CV,AE,120
DK,PS,452
DZ,AS,2
ET,LB,204
ID,JM,6
IE,IM,11851
IL,BM,48
IM,AM,76
MK,UG,6
ML,TG,4
MM,SG,391
MR,NG,22
MU,KG,19
MY,GG,28
PA,ID,238
PG,CD,3
PH,BD,740
PY,TR,337
QA,MR,278
SE,RO,2530
SI,NO,195
SN,IO,1
US,ML,39637
NULL,AT,175
AM,AI,2
BE,MW,1773
BG,KW,101
BQ,AW,358
DK,PT,54868
DO,LT,9
DZ,AT,53
ES,MC,234
ET,LC,9
IE,IN,2181967
KG,PK,107
LY,BY,20
ML,TH,90
MU,KH,114
MY,GH,543
PA,IE,740
PE,EE,19
PF,DE,162
PH,BE,1411
SI,NP,32
SM,JP,8
US,MM,2768
NULL,AU,862
BE,MX,5129
CA,VG,340
CD,SG,1328
CI,NG,1492
CL,KG,1
CR,EG,5
DE,VU,12
DO,LU,43
DZ,AU,18
ES,MD,79
GB,CR,17303
GT,UA,70
GY,PA,569
ID,JO,982
IE,IO,21
IL,BO,30
IM,AO,15
KG,PL,421
MT,LI,186
MY,GI,70
MZ,FI,59
NP,TW,137
PY,TT,1
QA,MT,152
US,MN,6230
AF,HK,987
BB,PY,135
BE,MY,9902
BG,KY,7
BO,CY,21
CL,KH,3
DO,LV,6
EG,YE,4
ES,ME,96
FO,US,76
FR,RS,428
GB,CS,1
ID,JP,24827
KH,OM,7
KN,IM,21
MZ,FJ,2
PE,EG,52
PH,BG,152
QA,MU,1315
SC,TR,217
SG,PR,451
SK,LR,2
SL,KR,37
SV,AR,524
TG,UA,16
TL,PA,3
TN,NA,8
TZ,BA,2
US,MO,8991
ZM,FI,71
AE,IL,80
BD,NZ,274
BE,MZ,684
BG,KZ,131
BN,NULL,43
BO,CZ,87
CA,VI,18
CD,SI,33
CK,LI,9
IE,IQ,4146
KN,IN,75
MT,LK,54
MX,HK,86368
NO,UY,383
PG,CH,38
PH,BH,228
QA,MV,206
RO,DE,529970
SB,US,221
SE,RS,540
SG,PS,227
SK,LS,3
SR,ES,18
TZ,BB,5
US,MP,1
ZM,FJ,5
AE,IM,6304
AM,AM,1040
ER,NG,8
ES,MG,25
FR,RU,6743
GB,CU,71
GD,AU,3
IE,IR,190
IL,BR,1860
IM,AR,108
JE,NA,186
JP,CA,14298
KE,RO,174
MR,NL,84
MW,IL,81
MY,GL,39
NO,UZ,75
NP,TZ,2
PG,CI,2
PH,BI,4
PS,ZW,9
PY,TW,1411
QA,MW,92
SC,TT,10
SG,PT,3180
SK,LT,706
SN,IT,284
SV,AT,311
TN,NC,2
TW,EC,550
US,MQ,755
WS,VN,14
AE,IN,265801
CD,SK,13
CG,PK,37
CO,HK,11193
DK,PY,382
GB,CV,2585
GY,PE,1
IE,IS,8442
IL,BS,37
MU,KM,57
MV,JM,7
MW,IM,186
MY,GM,11
PH,BJ,17
QA,MX,1137
SA,VU,2
SE,RU,7448
SK,LU,2301
ST,CU,1
SV,AU,377
TH,TD,13
TZ,BD,173
US,MR,6526
UY,GR,30
UZ,FR,17
VU,PA,2
NULL,AZ,3
AD,JO,4
AE,IO,1
CD,SL,39
CG,PL,43
CI,NL,1342
CN,IL,6715
DM,NZ,1
DZ,AZ,2
ET,LI,2
FR,RW,1066
GB,CW,1093
IE,IT,1818716
IL,BT,10
IM,AT,50
JE,NC,3
ML,TN,96
MU,KN,37
MW,IN,6420
MX,HN,3256
MY,GN,69
QA,MY,9722
SK,LV,585
ST,CV,9
TN,NE,47
TR,JE,442
TW,EE,179
TZ,BE,930
US,MS,4135
AD,JP,80
CH,OM,1120
CN,IM,879
GT,UG,2
IM,AU,885
JP,CD,486
LB,ZA,732
LI,SA,92
LK,QA,79
LU,GA,7
LY,CA,17
MN,RO,4
MR,NO,3
MV,JO,6
PA,IL,1802
PY,TZ,55
QA,MZ,133
RE,NI,1
SC,TW,710
SE,RW,654
SG,PW,23
SL,KW,5
SV,AW,22
TZ,BF,50
US,MT,8410
UY,GT,219
AE,IQ,103301
CA,VN,12333
CD,SN,649
CN,IN,32196
CO,HN,638
ES,MK,60
ET,LK,1791
GB,CY,130293
GU,TH,5
JE,NE,42
JO,DE,8152
KE,RS,132
KG,PS,1
KR,ES,5096
LU,GB,427220
MR,NP,1
MV,JP,195
MY,GP,1
PA,IM,546
PH,BM,59
TG,UG,18
TH,TG,11
TN,NG,219
TW,EG,342
TZ,BG,463
US,MU,191838
ZA,RO,760
AF,HR,17
AL,BR,42
AM,AR,79
BB,QA,6
BE,NA,312
BF,MA,107
CI,NO,72
CM,JO,10
CV,AO,11
ER,NL,39
ES,ML,300
GA,DZ,144
GB,CZ,172262
IL,BW,43
IM,AW,1
JP,CF,3
KG,PT,3
KN,IT,1
KR,ET,1511
LI,SC,88
PA,IN,2809
PG,CN,1886
PH,BN,143
RO,DK,2924
SG,PY,441
ST,CY,2
TH,TH,6170839
TL,PH,9
TZ,BH,94
US,MV,3641
AE,IS,862
AI,ES,7
AL,BS,1
BG,LB,83
BQ,BB,2
CI,NP,23
CM,JP,94
ES,MM,8
JE,NG,2235
JP,CG,9
KE,RU,737
ML,TR,382
MT,LR,8
MU,KR,1311
MX,HR,167
MY,GR,157
MZ,FR,530
NP,UA,1
PG,CO,2
PH,BO,2
RE,NL,1
SC,TZ,204
SI,NZ,123
SL,KZ,1
ST,CZ,4
TZ,BI,227
US,MW,24104
UY,GW,5
AE,IT,25303
AG,GT,6
AM,AT,890
BE,NC,3
BF,MC,30
BG,LC,1
CN,IQ,370
ES,MN,37
GY,PK,21
IL,BY,1072
JP,CH,19202
LI,SE,76
LR,JE,63
LS,IE,1
LU,GE,398
MK,US,8534
MN,RS,3
MW,IS,29
TH,TJ,4
TZ,BJ,23
US,MX,1269354
ZM,FR,639
NULL,BA,2
AF,HU,13
AM,AU,175
BF,MD,1
BJ,ID,71
BR,AD,12
CD,SR,1
CL,KR,2536
CN,IR,3
CO,HR,33
DK,QA,520
DO,MA,67
DZ,BA,15
ER,NO,3
ES,MO,305
GY,PL,5
IL,BZ,4
IM,AZ,256
JE,NI,59
JM,FI,14
JP,CI,276
KE,RW,5676
MT,LT,6
MW,IT,42
MX,HT,125
MY,GT,17
NO,VC,24
TL,PK,1
TT,HK,2018
US,MY,171761
UY,GY,3
VU,PH,22
ZA,RS,159
BE,NE,506
BH,KE,617
BI,JE,33
BJ,IE,32
BO,DE,663
BQ,BE,19
BR,AE,2146
CD,SS,4
CN,IS,1164
CR,ES,4838
JM,FJ,2
JO,DJ,34
LI,SG,717
LU,GG,752
MN,RU,827
MT,LU,110
MX,HU,517
MY,GU,1
PG,CR,1
PH,BR,283
PT,ZA,687
PY,UA,13
QA,NA,55
RO,DO,20
TH,TL,1
TL,PL,1
TN,NL,1829
US,MZ,23837
BR,AF,3
CD,ST,1
CG,PT,84
CN,IT,15374
CO,HT,10
CR,ET,3
CV,AT,5
DO,MC,2
ES,MQ,4
JO,DK,1064
JP,CK,8
LU,GH,136
LY,CH,7
MT,LV,144
NL,YE,6
NO,VE,31
NZ,KE,1004
PA,IS,17
PE,ES,6236
PH,BS,8
RE,NP,1
TH,TM,3
TM,OM,11
TR,JM,10
TZ,BM,108
ZA,RU,934
NULL,BD,71
BE,NG,16629
BF,MG,8
BH,KG,5
BN,EG,2
BR,AG,22
CA,VU,29
CO,HU,121
CV,AU,7
DZ,BD,11
ES,MR,304
ET,LR,76
FR,SA,1801
JE,NL,1768
JP,CL,2625
KI,NZ,44
LI,SI,26
LU,GI,118
LV,FI,949
ML,TW,229
MU,KW,92
MY,GW,2
PA,IT,2978
PE,ET,4
PH,BT,72
TH,TN,205
TT,HN,49
VU,PK,3
NULL,BE,319
AG,GY,26
AL,BY,2
DO,ME,1
DZ,BE,1061
ET,LS,113
FR,SB,1
GD,BB,51
JO,DM,37
JP,CM,189
NO,VG,2
NP,UG,20
NZ,KG,24
SC,UA,44
SE,SA,899
SG,QA,3655
SK,MA,66
SL,LA,1
SV,BA,2
TH,TO,1
TJ,RO,2
TN,NO,63
TR,JO,2220
TZ,BO,25
VU,PL,1
ZA,RW,1270
BE,NI,477
BG,LI,311
BM,FI,20
CL,KW,29
DZ,BF,8
ES,MT,816
ET,LT,20
FR,SC,22
GA,EC,1
JP,CN,172604
LI,SK,87
LT,HK,1721
MK,UY,3
MT,LY,2
MU,KY,523
MY,GY,1573
NZ,KH,133
QA,NE,44
SE,SB,2
SL,LB,1104
SV,BB,66
TN,NP,120
TR,JP,33253
NULL,BG,37
BQ,BJ,14
DZ,BG,103
ES,MU,1176
ET,LU,31
GE,AD,1
GY,PR,118
HT,ZA,43
IL,CA,8233
IM,BA,45
JE,NO,492
JO,DO,51
JP,CO,2088
LI,SL,2
LS,IL,16
ML,TZ,24
MR,NZ,25
MU,KZ,43
NO,VI,2
NZ,KI,22
PH,BW,1
SE,SC,83
SK,MC,21
NULL,BH,4322
BF,MK,1
BG,LK,40
BO,DK,24
CG,PY,1
CL,KY,182
DZ,BH,73
ES,MV,603
ET,LV,30
FR,SE,4791
GA,EE,3
GB,DE,3085343
GD,BE,6
GE,AE,6096
GT,US,147049
IM,BB,152
JE,NP,51
LB,ZM,70
LI,SM,1
LR,JM,2
LS,IM,19
QA,NG,4309
SK,MD,30
SO,ID,1
SV,BD,20
TH,TR,1662
TT,HR,2
TZ,BR,124
UG,ZA,8905
US,NA,5137
BE,NL,128622
BF,ML,52
BJ,IL,26
BR,AL,6
CD,SZ,56
CI,NZ,28
ES,MW,85
GE,AF,4
GY,PT,2
LI,SN,13
LS,IN,38
LT,HN,11
LU,GN,31
LY,CN,12
PG,CY,46
PH,BY,33
SE,SE,889637
SK,ME,85
SM,KE,25
SN,JE,7
ST,DE,76
SV,BE,402
TG,US,5622
TJ,RS,14
TW,ES,4295
TZ,BS,8
UZ,GB,1239
NULL,BJ,9
BD,OM,3
BJ,IM,1
BR,AM,25
DZ,BJ,4
ES,MX,8982
FR,SG,16774
GA,EG,62
GE,AG,7
GW,RU,2
IL,CD,211
IM,BD,125
IN,AD,1
JM,FR,247
JP,CR,568
KE,SA,1800
KG,QA,10
KH,PA,39
LR,JO,66
LV,FO,7
PF,NULL,31
PG,CZ,4
QA,NI,27
TH,TT,17
TL,PT,762
TT,HT,41
TW,ET,304
TZ,BT,4
US,NC,165
BF,MN,12
BJ,IN,2692
DO,MK,7
ES,MY,1814
HU,YE,3
ID,KE,216
IE,JE,23583
IM,BE,159
IN,AE,77629
LR,JP,113
SC,UG,56
SE,SG,3859
SK,MG,1
SS,EG,41
SV,BG,24
TJ,RU,2135
TT,HU,12
YE,JO,71
AL,CA,340
AM,BA,6
BA,RO,1568
BE,NO,1477
BI,JO,5
BO,DO,22
BR,AO,60
ER,NZ,3
ES,MZ,150
FR,SI,614
GU,TW,2
GW,RW,7
IL,CF,7
IM,BF,12
IN,AF,1189
KE,SC,262
NO,VN,1826
NZ,KN,6
SE,SH,64
SV,BH,4
US,NE,8902
UZ,GE,103
YE,JP,17
NULL,BM,62
BE,NP,67
BI,JP,573
DZ,BM,24
GB,DJ,905
ID,KG,23
IL,CG,13
IM,BG,124
IN,AG,2
KE,SD,3
LI,SR,1
LT,HR,118
LU,GR,1401
LV,FR,338
MG,ZA,916
ML,UA,10
MN,SA,6
MQ,PA,45
MT,MA,117
MU,LA,119
MZ,GA,1
QA,NL,2074
RO,NULL,9
RO,DZ,10
SE,SI,278
SL,LI,13
SR,FI,1
TH,TW,31940
TZ,BW,231
NULL,BN,16
DO,MN,4
DZ,BN,1
FR,SK,7837
GB,DK,140971
GT,UY,611
ID,KH,839
IL,CH,11270
IM,BH,380
JP,CV,25
KE,SE,1335
KH,PE,5
KM,KE,83
KN,JE,2
KW,AE,40953
MU,LB,1542
MZ,GB,4151
PT,ZM,120
SV,BJ,2
US,NG,330401
UZ,GG,2
ZA,SA,2221
ZM,GA,7
NULL,BO,4
AF,ID,571
AL,CD,4
AM,BD,9
BF,MR,17
BH,KR,1242
BM,FR,85
BR,AR,12997
CG,QA,2
CH,PA,26825
CL,LA,1
CU,CA,4
DJ,RO,6
DO,MO,5
FR,SL,174
GE,AL,7
ID,KI,1
IL,CI,163
IM,BI,15
IN,AI,1
JP,CW,6
KW,AF,30508
LS,IT,8
LU,GT,239
MT,MC,3
MU,LC,88
SE,SK,2812
SK,MK,53
SL,LK,16
ST,DK,2
TG,UY,4
TO,MY,8
TZ,BY,21
ZM,GB,11516
AD,KE,28
AE,JE,8740
AF,IE,100
AM,BE,366
BA,RS,8490
BN,ES,3
CL,LB,30
GB,DM,177
GE,AM,2433
IM,BJ,66
KE,SG,2949
KH,PG,5
KW,AG,9
LT,HU,865
LU,GU,1
MT,MD,4
MX,ID,1762
NZ,KR,1406
PH,CA,9127
QA,NO,595
SE,SL,142
SH,PL,1
TH,TZ,172
TN,NZ,36
US,NI,23031
ZA,SC,348
BF,MT,31
BG,LT,82
BJ,IT,190
BR,AT,2449
CD,TC,5
CL,LC,7
FR,SN,1023
JP,CY,969
KE,SH,1
KH,PH,476
LI,SV,61
MN,SE,6
MT,ME,268
MV,KE,154
MW,JE,2322
MX,IE,3034
NA,AE,87
NP,US,3870
QA,NP,3556
SE,SM,1
SI,OM,8
SN,JM,1
SV,BM,17
NULL,BR,88
AM,BG,207
BA,RU,75
BF,MU,254
BG,LU,301
BR,AU,2170
CD,TD,213
CO,ID,435
CV,BD,2
DO,MR,1
DZ,BR,14
EG,ZA,456
ES,NA,21
ET,MA,154
FR,SO,1
GB,DO,12991
IL,CL,441
IN,AL,33
JE,NZ,1183
JO,NULL,133
JO,DZ,176
JP,CZ,4242
KE,SI,129
KR,FI,848
LB,ZW,5
SB,VN,2
SE,SN,218
SK,MN,3
SO,IN,4
SV,BN,1
UY,HK,1907
ZA,SE,2235
ZM,GE,9
NULL,BS,3
AL,CH,72
AM,BH,7
BG,LV,373
CH,PE,7732
CK,ME,1
CM,KE,209
CN,JE,397
CO,IE,678
CV,BE,68
CW,AE,107
DE,WS,3
IE,JM,212828
IL,CM,132
IM,BM,334
IN,AM,674
KR,FJ,98
LI,SX,1
ML,UG,76
MN,SG,1085
MS,NG,13
MT,MG,5
MV,KG,1
MZ,GG,23
NO,VU,1
PH,CD,9
SE,SO,19
SK,MO,78
SN,JO,24
SV,BO,91
US,NL,295315
AL,CI,1
BF,MW,3
BH,KW,2459
BR,AW,11
CH,PF,80
CV,BF,1
DO,MT,13
ES,NC,74
ET,MC,5
IL,CN,40918
IM,BN,6
KE,SK,102
KH,PK,87
LU,GY,1
LY,CY,10
MM,TH,257
MV,KH,2
MZ,GH,99
PA,JE,247
PG,DE,25
PY,US,79369
SN,JP,182
UG,ZM,435
VA,AM,4
ZA,SG,5365
ZM,GG,22
BF,MX,8
CD,TG,324
CH,PG,15
CV,BG,2
CW,AG,5
DJ,RU,41
DO,MU,3
FR,SR,2
GD,BR,1
GE,AR,49
GT,VA,55
GW,SA,22
IE,JO,30281
IL,CO,2131
IM,BO,68
IN,AO,6
KE,SL,348
KH,PL,19
KW,AL,17
LY,CZ,6
MU,LI,497
NZ,KW,24
PH,CF,1
RO,EC,617
SK,MQ,11
SV,BQ,1
UY,HN,259
ZA,SH,10
ZM,GH,617
AG,HK,31
BF,MY,93
BH,KY,315
CD,TH,700
CH,PH,27112
CM,KH,1
CV,BH,2
ES,NE,21
FR,SS,76
GA,ES,330
GD,BS,2
IE,JP,1905990
KE,SM,1
KN,JM,320
KW,AM,219
RS,AD,4
SE,SR,15
SL,LR,281
SM,KR,4
SR,FR,7
SS,ER,2
SV,BR,1414
TC,ZA,2
TH,UA,132
TJ,SA,95
TZ,CA,4871
US,NO,55325
VA,AO,1
ZA,SI,941
ZM,GI,1
BE,NZ,2039
BF,MZ,8
BH,KZ,139
BO,NULL,7
BR,AZ,18
CL,LI,122
CR,FI,69
CW,AI,1
DJ,RW,17
DZ,BW,5
FR,ST,32
GA,ET,24
GE,AT,1444
KE,SN,493
MN,SK,40
MT,MK,26
MU,LK,1201
MY,HK,81917
NZ,KY,62
PH,CH,4998
RO,EE,416
RS,AE,982
SC,US,2630
SE,SS,17
SS,ES,14
SV,BS,118
US,NP,16592
AE,JM,804
AF,IM,9
AL,CM,2
AM,BM,2
CV,BJ,1
DO,MX,1770
ES,NG,2007
ET,MG,165
GE,AU,301
ID,KR,33379
IL,CR,640
IM,BR,1232
IN,AR,599
KE,SO,81
KN,JO,17
KR,FO,1
MQ,PL,188
MT,ML,3
MX,IL,4346
NZ,KZ,62
PE,FI,255
PH,CI,29
PT,ZW,5
SE,ST,96
SK,MT,134
SL,LT,13
SS,ET,291
SV,BT,1
ZA,SK,414
NULL,BY,1
AF,IN,3567
AG,HN,2
AL,CN,718
AM,BN,4
CH,PK,5059
CL,LK,90
DO,MY,49
DZ,BY,1
FR,SV,642
GT,VE,51
GW,SE,25
IM,BS,103
JM,GB,5685
KN,JP,2
MG,ZM,20
MR,OM,3
MW,JM,2
MX,IM,546
NA,AM,1
RO,EG,388
SB,VU,5
SK,MU,176
SL,LU,27
TT,ID,86
TZ,CD,649
US,NR,4
UY,HR,14
VA,AR,6
ZA,SL,282
AE,JO,23551
AL,CO,30
CD,TL,3
CH,PL,39930
CO,IL,856
DO,MZ,3
ES,NI,641
GE,AW,7
IM,BT,17
IN,AT,4246
JO,EC,108
MK,VN,31
MX,IN,11464
MY,HN,46
MZ,GN,34
PH,CK,29
PY,UY,8835
SE,SV,889
SK,MV,13
SL,LV,45
TJ,SE,16
TM,PE,1
TR,KE,1692
TT,IE,152
ZA,SM,63
ZM,GM,8
AE,JP,11962
CI,OM,4
CM,KM,2
CN,JM,347
CO,IM,29
CV,BM,6
CW,AM,3
FR,SX,195
GT,VG,25
GW,SG,103
IL,CU,4
IN,AU,15294
JM,GD,26
KH,PR,1
KR,FR,6644
KW,AR,95
LC,ZA,57
LV,GA,5
MO,RO,2
MT,MO,9
MW,JO,6
NA,AO,48
PH,CL,69
QA,NZ,974
SK,MW,2
TZ,CF,16
UY,HT,5
ZA,SN,499
ZM,GN,38
CD,TN,918
CM,KN,4
CO,IN,3295
IL,CV,2
JM,GE,2
JO,EE,41
JP,DE,56609
KE,SS,6598
LV,GB,52604
MW,JP,14101
PA,JM,1009
PH,CM,25
SE,SX,2
SK,MX,187
TH,UG,138
TJ,SG,51
TR,KG,1739
TZ,CG,38
UY,HU,14
ZA,SO,23
AD,KR,5
AI,FR,13
AM,BR,313
BA,SA,60
BD,PA,2
BF,NA,28
BG,MA,84
BM,GA,1
BQ,CA,65
BR,BA,38
CN,JO,1272
CV,BO,4
ES,NL,35376
ET,ML,130
GB,NULL,3107
GB,DZ,5399
GE,AZ,3891
ID,KW,312
IL,CW,36
IM,BW,332
IN,AW,22
KE,ST,4
KH,PT,9
KW,AT,1004
MX,IQ,2
PH,CN,41804
SC,UY,2
SK,MY,404
TM,PH,263
TR,KH,132
TZ,CH,2012
WS,WS,1
AM,BS,84
BH,LB,3296
BM,GB,5992
BR,BB,239
CN,JP,57734
EG,ZM,50
ET,MM,1
JM,GG,16
JO,EG,8918
KW,AU,1425
LT,ID,59
LV,GD,1
MM,TR,7
MQ,PR,1
MU,LR,224
MV,KR,154
MY,HR,582
MZ,GR,18
NA,AR,1
NL,ZA,3779
NZ,LA,2
PA,JO,86
PH,CO,90
RS,AL,33
SE,SZ,18
SK,MZ,4
ST,DZ,1
SV,BZ,35
TJ,SI,5
TW,FI,1375
TZ,CI,87
UG,ZW,357
AF,IT,103
BF,NC,20
BG,MC,17
BH,LC,8
BO,EC,236
GR,XK,77
ID,KY,37
IL,CY,3606
IM,BY,53
JM,GH,19
KE,SV,26
LR,KE,648
LS,JE,16
LT,IE,4730
LV,GE,730
LY,DE,22
ML,US,34446
MN,SS,2
MU,LS,46
MX,IS,196
NZ,LB,81
PA,JP,1734
RE,OM,1
RS,AM,16
TW,FJ,24
ZA,SR,1
ZM,GR,34
NULL,CA,797
BG,MD,126
BR,BD,185
BS,AD,15
CD,TR,1187
CH,PR,1825
CM,KR,264
CR,FR,1167
CV,BR,310
CW,AR,34
DJ,SA,129
DM,PA,136
DZ,CA,339
ES,NO,3401
ET,MO,5
ID,KZ,150
IL,CZ,2303
IM,BZ,24
